Query	Hit	Evalue	Score	Start	Stop	Description
Seqid=NZ_CP033814.1;End=1182141;Strand=+	PF02096.22	0.018	15	117	279	60Kd inner membrane protein
Seqid=NZ_CP033814.1;Start=1021991;Strand=-	PF02151.21	0.45	10.4	431	459	UvrB/uvrC motif
Seqid=NZ_CP033814.1;End=2307335;Strand=+	PF12698.9	0.095	11.9	43	219	ABC-2 family transporter protein
Seqid=NZ_CP033814.1;End=761480;Strand=+	PF00892.22	1.3e-11	44.9	154	280	EamA-like transporter family
Seqid=NZ_CP033814.1;Start=340885;Strand=-	PF07179.14	0.23	11.9	96	128	SseB protein N-terminal domain
Seqid=NZ_CP033814.1;Start=430479;Strand=-	PF03266.17	0.95	9.4	118	147	NTPase
Seqid=NZ_CP033814.1;Start=382675;Strand=-	PF07244.17	0.22	12.2	199	265	Surface antigen variable number repeat
Seqid=NZ_CP033814.1;Start=2078522;Strand=-	PF03563.15	0.18	11.1	27	73	Bunyavirus glycoprotein G2
Seqid=NZ_CP033814.1;Start=1027451;Strand=-	PF08423.13	3.5e-7	29.8	63	223	Rad51
Seqid=NZ_CP033814.1;End=1342432;Strand=+	PF05368.15	3.4e-7	30.1	4	170	NmrA-like family
Seqid=NZ_CP033814.1;Start=448829;Strand=-	PF16999.7	0.21	12.1	517	593	Vacuolar (H+)-ATPase G subunit
Seqid=NZ_CP033814.1;End=1449426;Strand=+	PF13601.8	3.7e-6	27.1	49	121	Winged helix DNA-binding domain
Seqid=NZ_CP033814.1;End=2021984;Strand=+	PF00072.26	0.2	11.9	129	189	Response regulator receiver domain
Seqid=NZ_CP033814.1;Start=323375;Strand=-	PF08855.12	0.25	11.4	411	452	Domain of unknown function (DUF1825)
Seqid=NZ_CP033814.1;End=2556331;Strand=+	PF13431.8	7.8e-7	29.1	87	120	Tetratricopeptide repeat
Seqid=NZ_CP033814.1;Start=361736;Strand=-	PF07722.15	7.9e-4	19.3	286	335	Peptidase C26
Seqid=NZ_CP033814.1;Start=604456;Strand=-	PF07728.16	7.6e-4	19.6	202	281	AAA domain (dynein-related subfamily)
Seqid=NZ_CP033814.1;End=437312;Strand=+	PF00046.31	0.27	11.2	43	67	Homeodomain
Seqid=NZ_CP033814.1;End=1425653;Strand=+	PF02950.19	0.49	11.5	3	48	Conotoxin
Seqid=NZ_CP033814.1;Start=2363853;Strand=-	PF01809.20	1e-31	108.7	3	69	Putative membrane protein insertion efficiency factor
Seqid=NZ_CP033814.1;Start=93830;Strand=-	PF01259.20	0.075	12.7	4	71	SAICAR synthetase
Seqid=NZ_CP033814.1;End=136060;Strand=+	PF11775.10	1.9e-4	21.3	424	553	Cobalamin biosynthesis protein CobT VWA domain
Seqid=NZ_CP033814.1;Start=718123;Strand=-	PF13176.8	0.064	13.4	27	48	Tetratricopeptide repeat
Seqid=NZ_CP033814.1;Start=1739678;Strand=-	PF00403.28	3.5e-20	72.3	8	69	Heavy-metal-associated domain
Seqid=NZ_CP033814.1;End=437312;Strand=+	PF01381.24	5.4e-13	48.9	13	63	Helix-turn-helix
Seqid=NZ_CP033814.1;End=2192800;Strand=+	PF13936.8	0.3	11	207	236	Helix-turn-helix domain
Seqid=NZ_CP033814.1;End=1976885;Strand=+	PF08659.12	4.2e-8	33.4	49	211	KR domain
Seqid=NZ_CP033814.1;End=1847349;Strand=+	PF07690.18	6.3e-12	45.2	217	383	Major Facilitator Superfamily
Seqid=NZ_CP033814.1;End=1386136;Strand=+	PF02463.21	3.1e-8	33.4	40	236	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP033814.1;End=121907;Strand=+	PF19553.1	0.074	12.9	71	125	Family of unknown function (DUF6076)
Seqid=NZ_CP033814.1;End=1733514;Strand=+	PF01266.26	0.077	12.7	213	276	FAD dependent oxidoreductase
Seqid=NZ_CP033814.1;Start=173042;Strand=-	PF07722.15	1.7e-7	31.3	69	167	Peptidase C26
Seqid=NZ_CP033814.1;Start=604456;Strand=-	PF05673.15	0.0051	16	170	279	Protein of unknown function (DUF815)
Seqid=NZ_CP033814.1;End=8692;Strand=+	PF02655.16	5.8e-6	26.5	145	294	ATP-grasp domain
Seqid=NZ_CP033814.1;End=1301774;Strand=+	PF13408.8	1.9e-9	38	299	361	Recombinase zinc beta ribbon domain
Seqid=NZ_CP033814.1;End=1477977;Strand=+	PF00176.25	5e-9	35.6	255	421	SNF2-related domain
Seqid=NZ_CP033814.1;Start=1259909;Strand=-	PF02421.20	4e-10	39.5	236	386	Ferrous iron transport protein B
Seqid=NZ_CP033814.1;Start=2082219;Strand=-	PF03021.16	0.028	14.4	26	83	Influenza C virus M2 protein
Seqid=NZ_CP033814.1;Start=1877199;Strand=-	PF16725.7	0.76	9.6	74	113	Nucleolin binding domain
Seqid=NZ_CP033814.1;End=2531368;Strand=+	PF13291.8	4.7e-4	20.8	77	148	ACT domain
Seqid=NZ_CP033814.1;End=2103415;Strand=+	PF18804.3	0.018	15	41	101	CxC3 like cysteine cluster associated with KDZ transposases
Seqid=NZ_CP033814.1;Start=306737;Strand=-	PF02150.18	0.0086	16	658	687	RNA polymerases M/15 Kd subunit
Seqid=NZ_CP033814.1;End=11062;Strand=+	PF10241.11	0.25	11.8	17	71	Uncharacterized conserved protein
Seqid=NZ_CP033814.1;End=104245;Strand=+	PF17936.3	0.012	15.9	1567	1625	Bacterial Ig domain
Seqid=NZ_CP033814.1;End=2319991;Strand=+	PF07991.14	0.036	13.7	138	223	Acetohydroxy acid isomeroreductase, NADPH-binding domain
Seqid=NZ_CP033814.1;End=786186;Strand=+	PF00733.23	1.7e-4	21.5	13	69	Asparagine synthase
Seqid=NZ_CP033814.1;End=2163794;Strand=+	PF09436.12	0.0085	16	37	85	Domain of unknown function (DUF2016)
Seqid=NZ_CP033814.1;End=2509181;Strand=+	PF10431.11	4.8e-16	58.6	311	389	C-terminal, D2-small domain, of ClpB protein
Seqid=NZ_CP033814.1;End=1166600;Strand=+	PF13309.8	9.8e-4	19.3	152	182	HTH domain
Seqid=NZ_CP033814.1;Start=1748890;Strand=-	PF14278.8	0.6	10.3	92	177	Transcriptional regulator C-terminal region
Seqid=NZ_CP033814.1;End=641692;Strand=+	PF00361.22	1.3e-48	165.8	131	419	Proton-conducting membrane transporter
Seqid=NZ_CP033814.1;End=2410986;Strand=+	PF03023.16	1.4e-5	24	54	497	Lipid II flippase MurJ
Seqid=NZ_CP033814.1;End=91262;Strand=+	PF00350.25	1.2e-23	84.1	52	202	Dynamin family
Seqid=NZ_CP033814.1;Start=2217818;Strand=-	PF13604.8	0.2	11.5	356	388	AAA domain
Seqid=NZ_CP033814.1;Start=1891388;Strand=-	PF16888.7	0.21	12	238	313	Domain of unknown function (DUF5082)
Seqid=NZ_CP033814.1;End=2339168;Strand=+	PF00206.22	3.5e-112	374.9	11	340	Lyase
Seqid=NZ_CP033814.1;Start=278535;Strand=-	PF03726.16	1.9e-11	44.4	242	324	Polyribonucleotide nucleotidyltransferase, RNA binding domain
Seqid=NZ_CP033814.1;Start=152589;Strand=-	PF02463.21	0.0017	18	21	498	RecF/RecN/SMC N terminal domain
Seqid=NZ_CP033814.1;Start=550465;Strand=-	PF14980.8	0.064	13.2	178	195	TIP39 peptide
Seqid=NZ_CP033814.1;End=2496779;Strand=+	PF01363.23	0.033	14.4	12	58	FYVE zinc finger
Seqid=NZ_CP033814.1;Start=1687604;Strand=-	PF01262.23	0.0017	17.8	28	115	Alanine dehydrogenase/PNT, C-terminal domain
Seqid=NZ_CP033814.1;End=1952952;Strand=+	PF19187.2	0.057	13.4	42	94	PafC helix-turn-helix domain
Seqid=NZ_CP033814.1;End=2130201;Strand=+	PF18152.3	0.16	12	17	40	DAHP synthase ferredoxin-like domain
